"一工路","Yigong Rd."
"三港路","Sangang Rd."
"三港路水裡港巷","Shueiligang Ln., Sangang Rd."
"三港路田仔內巷","Tianzainei Ln., Sangang Rd."
"三港路富美巷","Fumei Ln., Sangang Rd."
"三湖","Sanhu"
"三湖道","Sanhudao"
"三結一路","Sanjie 1st Rd."
"三結二路","Sanjie 2nd Rd."
"三結三路","Sanjie 3rd Rd."
"三結五路","Sanjie 5th Rd."
"三結義","Sanjieyi"
"三華巷","Sanhua Ln."
"三貂里頂坑","Dingkeng, Sandiao Vil."
"三越街","Sanyue St."
"三進六巷","Sanjin 6th Ln."
"三進四巷","Sanjin 4th Ln."
"三進路","Sanjin Rd."
"三間屋","Sanjianwu"
"三間厝","Sanjiancuo"
"三陽路","Sanyang Rd."
"三隆路","Sanlong Rd."
"三順路","Sanshun Rd."
"三塊石","Sankuaishih"
"三塊巷","Sankuai Ln."
"三塊厝","Sankuaicuo"
"三塊厝路","Sankuaicuo Rd."
"三源","Sanyuan"
"三溝路","Sangou Rd."
"三溝路代巡巷","Daisyun Ln., Sangou Rd."
"三溝路麥畑巷","Maitian Ln., Sangou Rd."
"三溪路一段","Sec. 1, Sansi Rd."
"三溪路二段","Sec. 2, Sansi Rd."
"三義","Sanyi"
"三義巷","Sanyi Ln."
"三義街","Sanyi St."
"三義路","Sanyi Rd."
"三聖巷","Sansheng Ln."
"三聖路","Sansheng Rd."
"三號路","Sanhao Rd."
"三誠路","Sancheng Rd."
"三誠路一橫巷","1st Side Ln., Sancheng Rd."
"三農場","3th Farm"
"三寧街","Sanning St."
"三廍路","Sanbu Rd."
"三榮一路","Sanrong 1st Rd."
"三榮七路","Sanrong 7th Rd."
"三榮九路","Sanrong 9th Rd."
"三榮二路","Sanrong 2nd Rd."
"三榮八路","Sanrong 8th Rd."
"三榮十一路","Sanrong 11th Rd."
"三榮十七路","Sanrong 17th Rd."
"三榮十二路","Sanrong 12th Rd."
"三榮十八路","Sanrong 18th Rd."
"三榮十三路","Sanrong 13th Rd."
"三榮十五路","Sanrong 15th Rd."
"三榮十六路","Sanrong 16th Rd."
"三榮十路","Sanrong 10th Rd."
"三榮三路","Sanrong 3rd Rd."
"三榮五路","Sanrong 5th Rd."
"三榮六路","Sanrong 6th Rd."
"三榮北一路","Sanrong N. 1st Rd."
"三榮北路","Sanrong N. Rd."
"三榮南路","Sanrong S. Rd."
"三榮路一段","Sec. 1, Sanrong Rd."
"三榮路二段","Sec. 2, Sanrong Rd."
"三福一路","Sanfu 1st Rd."
"三福二路","Sanfu 2nd Rd."
"三福街","Sanfu St."
"三福路","Sanfu Rd."
"三鳳九巷","Sanfong 9th Ln."
"三鳳中街","Sanfong Central St."
"三勰路","Sansie Rd."
"三寮坑","Sanliaokeng"
"三寮灣","Sanliaowan"
"三層老街","Sancenglao St."
"三層村崎頭仔","Citouzai, Sanceng Vil."
"三層坪路","Sancengping Rd."
"三層巷","Sanceng Ln."
"三德西街","Sande W. St."
"三德西路","Sande W. Rd."
"三德街","Sande St."
"三德路","Sande Rd."
"三樂一街","Sanle 1st St."
"三樂二街","Sanle 2nd St."
"三樂三街","Sanle 3rd St."
"三樂路","Sanle Rd."
"三潭巷","Santan Ln."
"三線路","Sansian Rd."
"三賢東街","Sansian E. St."
"三賢街","Sansian St."
"三樹一街","Sanshu 1st St."
"三樹路","Sanshu Rd."
"三橋仔","Sanciaozai"
"三橋街","Sanciao St."
"三興一街","Sansing 1st St."
"三興二街","Sansing 2nd St."
"三興西路","Sansing W. Rd."
"三興東路","Sansing E. Rd."
"三興巷","Sansing Ln."
"三興街","Sansing St."
"三興路","Sansing Rd."
"三興路東勢段","Sec. Dongshih, Sansing Rd."
"三興路南勢段","Sec. Nanshih, Sansing Rd."
"三龍街","Sanlong St."
"三環路","Sanhuan Rd."
"三谿橋","Sanci Bridge"
"三櫃","Sanguei"
"三豐東路","Sanfong E. Rd."
"三豐路","Sanfong Rd."
"三豐路一段","Sec. 1, Sanfong Rd."
"三豐路二段","Sec. 2, Sanfong Rd."
"三豐路三段","Sec. 3, Sanfong Rd."
"三豐路五段","Sec. 5, Sanfong Rd."
"三豐路四段","Sec. 4, Sanfong Rd."
"三鎮路","Sanzhen Rd."
"三寶街","Sanbao St."
"三鶯路","Sanying Rd."
"三權路","Sancyuan Rd."
"三疊溪","Sandiesi"
"三灣","Sanwan"
"三鬮路","Sanjiou Rd."
"上九寮","Shangjiouliao"
"上三屯","Shangsantun"
"上三座屋","Shangsanzuowu"
"上三崙","Shangsanlun"
"上口巷","Shangkou Ln."
"上大","Shangda"
"上大一路","Shangda 1st Rd."
"上大二路","Shangda 2nd Rd."
"上大三路","Shangda 3rd Rd."
"上大山脚","Shangda Shanjiao"
"上大五路","Shangda 5th Rd."
"上大湖","Shangdahu"
"上大溪","Shangdasi"
"上大窩","Shangdawo"
"上山","Shangshan"
"上山一路","Shangshan 1st Rd."
"上山二路","Shangshan 2nd Rd."
"上山三路","Shangshan 3rd Rd."
"上山下","Shangshansia"
"上山五路","Shangshan 5th Rd."
"上山六路","Shangshan 6th Rd."
"上山村大山路","Dashan Rd., Shangshan Vil."
"上山村中山路","Zhongshan Rd., Shangshan Vil."
"上山路","Shangshan Rd."
"上仁街","Shangren St."
"上內壢","Shangneili"
"上双坑","Shangshuangkeng"
"上四湖","Shangsihhu"
"上田心子","Shangtiansinzih"
"上田組","Shangtianzu"
"上田街","Shangtian St."
"上石屯","Shangshihtun"
"上石路","Shangshih Rd."
"上石頭","Shangshihtou"
"上后垵","Shanghou'an"
"上宇內","Shangyunei"
"上安北街","Shang'an N. St."
"上安路","Shang'an Rd."
"上庄一路","Shangzhuang 1st Rd."
"上庄子","Shangzhuangzih"
"上庄巷","Shangzhuang Ln."
"上庄路","Shangzhuang Rd."
"上竹一街","Shangzhu 1st St."
"上竹七街","Shangzhu 7th St."
"上竹二街","Shangzhu 2nd St."
"上竹三街","Shangzhu 3rd St."
"上竹五街","Shangzhu 5th St."
"上竹六街","Shangzhu 6th St."
"上竹四街","Shangzhu 4th St."
"上竹巷","Shangzhu Ln."
"上竹圍","Shangzhuwei"
"上竹路","Shangzhu Rd."
"上利路","Shangli Rd."
"上坑子口","Shangkengzihkou"
"上杉路","Shangshan Rd."
"上坪","Shangping"
"上坪街","Shangping St."
"上明一街","Shangming 1st St."
"上明二街","Shangming 2nd St."
"上明三街","Shangming 3rd St."
"上東興","Shangdongsing"
"上林","Shanglin"
"上林街","Shanglin St."
"上林路頂廍段","Sec. Dingbu, Shanglin Rd."
"上林路路上段","Sec. Lushang, Shanglin Rd."
"上河路一段","Sec. 1, Shanghe Rd."
"上河路二段","Sec. 2, Shanghe Rd."
"上青埔","Shangcingpu"
"上南片","Shangnanpian"
"上城街","Shangcheng St."
"上城路","Shangcheng Rd."
"上奎輝","Shangkueihuei"
"上春路","Shangchun Rd."
"上洲街","Shangzhou St."
"上茄苳","Shangjiadong"
"上厝巷","Shangcuo Ln."
"上埔","Shangpu"
"上埔里崎仔頭","Cizaitou, Shangpu Vil."
"上埔路","Shangpu Rd."
"上庫","Shangku"
"上海一街","Shanghai 1st St."
"上海二街","Shanghai 2nd St."
"上海西路","Shanghai W. Rd."
"上海東路","Shanghai E. Rd."
"上海巷","Shanghai Ln."
"上海街","Shanghai St."
"上海路","Shanghai Rd."
"上高義蘭","Shanggaoyilan"
"上高遶","Shanggaorao"
"上埤巷","Shangpi Ln."
"上將路一段","Sec. 1, Shangjiang Rd."
"上將路七段","Sec. 7, Shangjiang Rd."
"上將路二段","Sec. 2, Shangjiang Rd."
"上將路三段","Sec. 3, Shangjiang Rd."
"上將路五段","Sec. 5, Shangjiang Rd."
"上將路六段","Sec. 6, Shangjiang Rd."
"上崙","Shanglun"
"上崙一街","Shanglun 1st St."
"上崙街","Shanglun St."
"上清街","Shangcing St."
"上蚶路","Shanghan Rd."
"上湖","Shanghu"
"上湖一路","Shanghu 1st Rd."
"上湖二路","Shanghu 2nd Rd."
"上湖三路","Shanghu 3rd Rd."
"上湖五路","Shanghu 5th Rd."
"上湖坑","Shanghukeng"
"上發一路","Shangfa 1st Rd."
"上發二路","Shangfa 2nd Rd."
"上發八路","Shangfa 8th Rd."
"上發三路","Shangfa 3rd Rd."
"上發五路","Shangfa 5th Rd."
"上發六路","Shangfa 6th Rd."
"上隆路","Shanglong Rd."
"上順路","Shangshun Rd."
"上新","Shangsin"
"上新街","Shangsin St."
"上新街中興巷","Zhongsing Ln., Shangsin St."
"上溪洲","Shangsizhou"
"上寧路","Shangning Rd."
"上福路","Shangfu Rd."
"上墩北街","Shangdun N. St."
"上墩西街","Shangdun W. St."
"上墩東街","Shangdun E. St."
"上墩路","Shangdun Rd."
"上寮巷","Shangliao Ln."
"上寮路","Shangliao Rd."
"上槺榔","Shangkanglang"
"上樟路一段","Sec. 1, Shangzhang Rd."
"上樟樹林","Shangzhang Shulin"
"上橫坑","Shanghengkeng"
"上橫坪","Shanghengping"
"上興街","Shangsing St."
"上興街一段","Sec. 1, Shangsing St."
"上興街二段","Sec. 2, Shangsing St."
"上興路","Shangsing Rd."
"上舘","Shangguan"
"上麒麟路","Shangcilin Rd."
"上彎","Shangwan"
"上灣","Shangwan"
"下九寮","Siajiouliao"
"下三屯","Siasantun"
"下三座屋","Siasanzuowu"
"下三崙","Siasanlun"
"下土庫仔","Siatukuzai"
"下大山脚","Siada Shanjiao"
"下大堀","Siadaku"
"下大湖","Siadahu"
"下大窩","Siadawo"
"下山","Siashan"
"下山腳","Siashanjiao"
"下中","Siazhong"
"下內壢","Sianeili"
"下六股","Sialiougu"
"下双坑","Siashuangkeng"
"下双溪","Siashuangsi"
"下双溪街","Siashuangsi St."
"下文光","Siawunguang"
"下水底","Siashueidi"
"下半天","Siabantian"
"下半天農場","Siabantian Farm"
"下市場","Siashihchang"
"下瓦路","Siawa Rd."
"下田","Siatian"
"下田心子","Siatiansinzih"
"下田路","Siatian Rd."
"下田寮","Siatianliao"
"下甲路","Siajia Rd."
"下石屯","Siashihtun"
"下石厝路","Siashihcuo Rd."
"下石頭","Siashihtou"
"下石頭埔","Sia Shihtoupu"
"下后垵","Siahou'an"
"下圭柔山","Siagueirou Mt."
"下宅子","Siazhaizih"
"下宅仔","Siazhaizai"
"下宇內","Siayunei"
"下庄","Siazhuang"
"下庄子","Siazhuangzih"
"下庄仔","Siazhuangzai"
"下庄巷","Siazhuang Ln."
"下庄路","Siazhuang Rd."
"下竹圍","Siazhuwei"
"下竹圍街","Siazhuwei St."
"下坑","Siakeng"
"下坑子口","Siakengzihkou"
"下坑仔","Siakengzai"
"下秀祐","Siasiouyou"
"下里路","Siali Rd."
"下坪","Siaping"
"下坪仔","Siapingzai"
"下坪路","Siaping Rd."
"下店","Siadian"
"下東興","Siadongsing"
"下林","Sialin"
"下林坪","Sialinping"
"下林頭","Sialintou"
"下社","Siashe"
"下長","Siachang"
"下南","Sianan"
"下南片","Siananpian"
"下城街","Siacheng St."
"下城路","Siacheng Rd."
"下奎輝","Siakueihuei"
"下柑一巷","Siagan 1st Ln."
"下柑二巷","Siagan 2nd Ln."
"下柑三巷","Siagan 3rd Ln."
"下柑四巷","Siagan 4th Ln."
"下柑路","Siagan Rd."
"下泉路","Siacyuan Rd."
"下洋仔","Siayangzai"
"下洲子","Siazhouzih"
"下茄苳","Siajiadong"
"下茄埕","Siajiacheng"
"下面厝","Siamiancuo"
"下厝","Siacuo"
"下厝仔","Siacuozai"
"下厝坑","Siacuokeng"
"下厝巷","Siacuo Ln."
"下厝街","Siacuo St."
"下厝路","Siacuo Rd."
"下員山路","Siayuanshan Rd."
"下員坑","Siayuankeng"
"下員林","Siayuanlin"
"下埔","Siapu"
"下埔下","Siapusia"
"下埔尾","Siapuwei"
"下埔巷","Siapu Ln."
"下埔頂","Siapuding"
"下埔路","Siapu Rd."
"下宮","Siagong"
"下崁","Siakan"
"下崁子","Siakanzih"
"下柴路","Siachai Rd."
"下桂山","Siagueishan"
"下浮尾","Siafuwei"
"下海湖","Siahaihu"
"下紙寮坑","Siazhiliaokeng"
"下罟子","Siaguzih"
"下馬","Siama"
"下高遶","Siagaorao"
"下埤","Siapi"
"下埤路","Siapi Rd."
"下埤頭","Siapitou"
"下崙","Sialun"
"下崙路","Sialun Rd."
"下犁路","Siali Rd."
"下莊","Siazhuang"
"下莊中興路","Siazhuangzhongsing Rd."
"下莊光武路","Siazhuangguangwu Rd."
"下莊新生街","Siazhuangsinsheng St."
"下蚶路","Siahan Rd."
"下鹿場路","Sialuchang Rd."
"下圍","Siawei"
"下堡","Siabao"
"下揖子寮","Siayizihliao"
"下湖","Siahu"
"下湖一街","Siahu 1st St."
"下湖二街","Siahu 2nd St."
"下湖街","Siahu St."
"下湖路","Siahu Rd."
"下湳","Sianan"
"下湳巷","Sianan Ln."
"下菜園","Siacaiyuan"
"下街","Sia St."
"下街仔","Siajiezai"
"下塗溝","Siatugou"
"下塘頭","Siatangtou"
"下塭路","Siawun Rd."
"下新店","Siasindian"
"下新厝","Siasincuo"
"下新厝農場","Siasincuo Farm"
"下溪","Siasi"
"下溪心","Siasisin"
"下溪巷","Siasi Ln."
"下溪洲","Siasizhou"
"下溪洲子","Siasizhouzih"
"下路","Sia Rd."
"下過溪","Siaguosi"
"下廍","Siabu"
"下廍路","Siabu Rd."
"下福","Siafu"
"下福東路","Siafu E. Rd."
"下福路","Siafu Rd."
"下賓朗","Siabinlang"
"下寮","Sialiao"
"下寮子","Sialiaozih"
"下寮仔","Sialiaozai"
"下寮巷","Sialiao Ln."
"下寮路","Sialiao Rd."
"下槺榔","Siakanglang"
"下樟湖","Siazhanghu"
"下樟樹林","Sia Zhangshulin"
"下潭","Siatan"
"下潭底","Siatandi"
"下磘溝","Siayaogou"
"下蔦松","Sianiaosong"
"下樹林街","Siashulin St."
"下樹巷","Siashu Ln."
"下橋二巷","Siaciao 2nd Ln."
"下橋三巷","Siaciao 3rd Ln."
"下橋五巷","Siaciao 5th Ln."
"下橋六巷","Siaciao 6th Ln."
"下橋四巷","Siaciao 4th Ln."
"下橋頭","Siaciaotou"
"下橫坑","Siahengkeng"
"下橫坪","Siahengping"
"下橫街","Siaheng St."
"下橫街第一巷","1st Ln., Siaheng St."
"下橫街第二巷","2nd Ln., Siaheng St."
"下橫街第三巷","3th Ln., Siaheng St."
"下橫街第四巷","Di 4th Ln., Siaheng St."
"下橫路","Siaheng Rd."
"下縣厝子","Siasiancuozih"
"下興里山下","Shansia, Siasing Vil."
"下興南","Siasingnan"
"下頭圍","Siatouwei"
"下龍泉","Sialongcyuan"
"下舊社","Siajioushe"
"下霸路","Siaba Rd."
"下﻿欍子埔","Siajiouzihpu"
"下灣巷","Siawan Ln."
"下灣寶庄","Siawanbaozhuang"
"丸山","Wanshan"
"丸山一路","Wanshan 1st Rd."
"丸山二路","Wanshan 2nd Rd."
"丸山三路","Wanshan 3rd Rd."
"丸山五路","Wanshan 5th Rd."
"丸山六路","Wanshan 6th Rd."
"丸山路","Wanshan Rd."
"久安一街","Jiou'an 1st St."
"久安七街","Jiou'an 7th St."
"久安二街","Jiou'an 2nd St."
"久安三街","Jiou'an 3rd St."
"久安中路","Jiou'an Central Rd."
"久安五街","Jiou'an 5th St."
"久安六街","Jiou'an 6th St."
"久安北路","Jiou'an N. Rd."
"久安西路","Jiou'an W. Rd."
"久安東路","Jiou'an E. Rd."
"久安南路","Jiou'an S. Rd."
"久安路","Jiou'an Rd."
"久和路","Jiouhe Rd."
"久居街","Jioujyu St."
"久昌街","Jiouchang St."
"久采","Jioucai"
"久堂路","Jioutang Rd."
"久堂路自強巷","Zihciang Ln., Jioutang Rd."
"久堂路城隍巷","Chenghuang Ln., Jioutang Rd."
"久堂路博愛巷","Bo'ai Ln., Jioutang Rd."
"久堂路湖底一巷","Hudi 1st Ln., Jioutang Rd."
"久堂路湖底二巷","Hudi 2nd Ln., Jioutang Rd."
"久堂路湖底三巷","Hudi 3rd Ln., Jioutang Rd."
"久堂路鐵路巷","Railway Ln., Jioutang Rd."
"久康街","Jioukang St."
"久富","Jioufu"
"久福街","Jioufu St."
"久龍街","Jioulong St."
"千甲路","Cianjia Rd."
"千光路","Cianguang Rd."
"千秋路","Cianciou Rd."
"千富街","Cianfu St."
"千湖路","Cianhu Rd."
"千歲街","Ciansuei St."
"千歲路","Ciansuei Rd."
"千壽路","Cianshou Rd."
"千禧街","Ciansi St."
"千禧路","Ciansi Rd."
"口公館","Kougongguan"
"口庄","Kouzhuang"
"口庄街","Kouzhuang St."
"口庄路","Kouzhuang Rd."
"口厝路","Koucuo Rd."
"口埤","Koupi"
"口湖子","Kouhuzih"
"口湖路","Kouhu Rd."
"口寮巷","Kouliao Ln."
"口墻圍","Kouciangwei"
"土牛","Tuniou"
"土牛溝","Tuniougou"
"土地公山","Tudigongshan"
"土地公坑","Tudigongkeng"
"土地公前","Tudigongcian"
"土地公後","Tudigonghou"
"土地公埔","Tudigongpu"
"土地公嶺街","Tudigongling St."
"土坂","Tuban"
"土坂路","Tuban Rd."
"土角巷","Tujiao Ln."
"土豆寮","Tudouliao"
"土城中路","Tucheng Central Rd."
"土城北路","Tucheng N. Rd."
"土城西路","Tucheng W. Rd."
"土城東路","Tucheng E. Rd."
"土城南路","Tucheng S. Rd."
"土城路","Tucheng Rd."
"土庫","Tuku"
"土庫一街","Tuku 1st St."
"土庫一路","Tuku 1st Rd."
"土庫七街","Tuku 7th St."
"土庫二街","Tuku 2nd St."
"土庫二路","Tuku 2nd Rd."
"土庫八街","Tuku 8th St."
"土庫三街","Tuku 3rd St."
"土庫三路","Tuku 3rd Rd."
"土庫子","Tukuzih"
"土庫五街","Tuku 5th St."
"土庫五路","Tuku 5th Rd."
"土庫六街","Tuku 6th St."
"土庫六路","Tuku 6th Rd."
"土庫北路","Tuku N. Rd."
"土庫尖路","Tukujian Rd."
"土庫路","Tuku Rd."
"土崎","Tuci"
"土圍路","Tuwei Rd."
"土場巷","Tuchang Ln."
"土溝","Tugou"
"土葛路","Tuge Rd."
"土壠","Tulong"
"士文路","Shihwun Rd."
"士宏新村","Shihhong New Village"
"士良街","Shihliang St."
"士東街","Shihdong St."
"士東路","Shihdong Rd."
"士林一街","Shihlin 1st St."
"士林二街","Shihlin 2nd St."
"士林北路","Shihlin N. Rd."
"士林西路","Shihlin W. Rd."
"士林東路","Shihlin E. Rd."
"士林街","Shihlin St."
"士香街","Shihsiang St."
"士校路","Shihsiao Rd."
"士商路","Shihshang Rd."
"士賢街","Shihsian St."
"夕泉一巷","Sicyuan 1st Ln."
"夕泉二巷","Sicyuan 2nd Ln."
"大山","Dashan"
"大山一路","Dashan 1st Rd."
"大山二路","Dashan 2nd Rd."
"大山巷","Dashan Ln."
"大山背","Dashanbei"
"大山脚","Dashanjiao"
"大山街","Dashan St."
"大山路","Dashan Rd."
"大川巷","Dachuan Ln."
"大川街","Dachuan St."
"大工路","Dagong Rd."
"大中一街","Dazhong 1st St."
"大中一路","Dazhong 1st Rd."
"大中二路","Dazhong 2nd Rd."
"大中山","Dazhongshan"
"大中街","Dazhong St."
"大中路","Dazhong Rd."
"大中寮","Dazhongliao"
"大井","Dajing"
"大仁一街","Daren 1st St."
"大仁七街","Daren 7th St."
"大仁九街","Daren 9th St."
"大仁二街","Daren 2nd St."
"大仁八街","Daren 8th St."
"大仁十街","Daren 10th St."
"大仁三街","Daren 3rd St."
"大仁五街","Daren 5th St."
"大仁六街","Daren 6th St."
"大仁北路","Daren N. Rd."
"大仁四街","Daren 4th St."
"大仁西街","Daren W. St."
"大仁東街","Daren E. St."
"大仁東路","Daren E. Rd."
"大仁南街","Daren S. St."
"大仁南路","Daren S. Rd."
"大仁街","Daren St."
"大仁路","Daren Rd."
"大仁路一段","Sec. 1, Daren Rd."
"大仁路二段","Sec. 2, Daren Rd."
"大仁路四段","Sec. 4, Daren Rd."
"大元路","Dayuan Rd."
"大公七街","Dagong 7th St."
"大公二十一街","Dagong 21st St."
"大公二十街","Dagong 20th St."
"大公八街","Dagong 8th St."
"大公十七街","Dagong 17th St."
"大公十九街","Dagong 19th St."
"大公十二街","Dagong 12th St."
"大公十八街","Dagong 18th St."
"大公十三街","Dagong 13th St."
"大公十五街","Dagong 15th St."
"大公十六街","Dagong 16th St."
"大公十四街","Dagong 14th St."
"大公十街","Dagong 10th St."
"大公三街","Dagong 3rd St."
"大公五街","Dagong 5th St."
"大公六街","Dagong 6th St."
"大公街","Dagong St."
"大公路","Dagong Rd."
"大分林","Dafenlin"
"大孔尾","Dakongwei"
"大屯","Datun"
"大屯路","Datun Rd."
"大屯路光華一巷","Guanghua 1st Ln., Datun Rd."
"大屯路光華二巷","Guanghua 2nd Ln., Datun Rd."
"大屯路光華三巷","Guanghua 3rd Ln., Datun Rd."
"大屯路光華四巷","Guanghua 4th Ln., Datun Rd."
"大屯寮","Datunliao"
"大方街","Dafang St."
"大方新村","Dafang New Village"
"大水堀","Dashueiku"
"大水湳路","Dashueinan Rd."
"大火房街","Dahuofang St."
"大片田","Dapiantian"
"大片田尾","Dapian Tianwei"
"大片頭","Dapiantou"
"大牛稠","Daniouchou"
"大牛欄","Danioulan"
"大王路","Dawang Rd."
"大丘田","Dacioutian"
"大丘園","Daciouyuan"
"大功街","Dagong St."
"大功路","Dagong Rd."
"大北","Dabei"
"大北坑","Dabeikeng"
"大北坑街","Dabeikeng St."
"大北坑街一段","Sec. 1, Dabeikeng St."
"大北勢","Dabeishih"
"大北路","Dabei Rd."
"大占巷","Dazhan Ln."
"大古崗","Dagugang"
"大古路","Dagu Rd."
"大平","Daping"
"大平地","Dapingdi"
"大平巷","Daping Ln."
"大平街","Daping St."
"大平路","Daping Rd."
"大平窩","Dapingwo"
"大弘一街","Dahong 1st St."
"大弘二街","Dahong 2nd St."
"大弘三街","Dahong 3rd St."
"大弘五街","Dahong 5th St."
"大弘六街","Dahong 6th St."
"大弘四街","Dahong 4th St."
"大弘街","Dahong St."
"大正一街","Dazheng 1st St."
"大正二街","Dazheng 2nd St."
"大正三街","Dazheng 3rd St."
"大正五街","Dazheng 5th St."
"大正四街","Dazheng 4th St."
"大正街","Dazheng St."
"大正路","Dazheng Rd."
"大民北路","Damin N. Rd."
"大民街","Damin St."
"大永路","Dayong Rd."
"大生路","Dasheng Rd."
"大甲街","Dajia St."
